콘텐츠ID,콘텐츠분류,제목,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,전화번호,성인(개인),성인(단체),청소년(개인),청소년(단체),어린이(개인),어린이(단체),노인(개인),노인(단체),국가유공자,장애인,단체적용인원,관람시간(분),비고
CNTS_000000000022529,관광지,도두항,도두항,,제주특별자치도 제주시 도두1동 2605-8,제주특별자치도 제주시 도공로 2,33.507725,126.466576,,,,,,,,,,,,,,
CONT_000000000500389,관광지,수월이못,수월이못,,제주특별자치도 서귀포시 대정읍 안성리 1747,제주특별자치도 서귀포시 대정읍 안성리 1747,33.258373,126.27856,,,,,,,,,,,,,,
CNTS_000000000000603,관광지,반 고흐 인사이드,반 고흐 인사이드,,제주특별자치도 서귀포시 중문동 2700-2,제주특별자치도 서귀포시 중문관광로 222,33.241806,126.422676,,,,,,,,,,,,,,
CNTS_000000000020565,관광지,우도등대,우도등대,,제주특별자치도 제주시 우도면 연평리 337,제주특별자치도 제주시 우도면 우도봉길 105,33.50332,126.95568,783-0180,무료,무료,무료,무료,무료,무료,무료,무료,무료,무료,,,제주도민 무료 /렌터카 우도진입 허용차량만 가능(전화문의)
CNTS_000000000022253,관광지,농업회사법인(주)태반의땅제주,농업회사법인(주)태반의땅제주,,제주특별자치도 서귀포시 토평동 1276-3,제주특별자치도 서귀포시 토평로50번길 29,33.28441,126.57967,,,,,,,,,,,,,,
CNTS_000000000019654,관광지,해품은체험농장,해품은체험농장,,제주특별자치도 서귀포시 성산읍 수산리 225,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,33.443462,126.89263,,,,,,,,,,,,,,
CNTS_000000000019659,관광지,골프탕탕,골프탕탕,,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,33.305763,126.38885,,,,,,,,,,,,,,
CNTS_200000000007473,관광지,가파도 마라도 정기여객선,가파도 마라도 정기여객선,,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,33.2100551,126.2585746,,,,,,,,,,,,,,
CNTS_000000000019852,관광지,조천비석거리,조천비석거리,,제주특별자치도 제주시 조천읍 조천리,제주특별자치도 제주시 조천읍 조천리,33.539413,126.63747,,,,,,,,,,,,,,
CNTS_000000000019866,관광지,제주플래티늄카라반,제주플래티늄카라반,,제주시 애월읍 하귀미수포길 5-8,제주시 애월읍 하귀미수포길 5-8,33.48435,126.40223,,,,,,,,,,,,,,
CNTS_000000000019191,관광지,우도 비양도,우도 비양도,,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,33.51471144,126.9674229,,,,,,,,,,,,,,
CNTS_000000000019320,관광지,두멩이골목,두멩이골목,,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.511513,126.53836,,,,,,,,,,,,,,
CNTS_000000000019909,관광지,용두암해안도로카페거리,용두암해안도로카페거리,,제주특별자치도 제주시 용담3동,제주특별자치도 제주시 용담3동,33.519577,126.492165,,,,,,,,,,,,,,
CNTS_000000000019446,관광지,금능석물원,금능석물원,,제주특별자치도 제주시 한림읍 한림로 176,제주특별자치도 제주시 한림읍 한림로 176,33.38459,126.226875,796-2174,"4,000",,"3,000",,무료,,"3,000",,,,,,"어린이 7세 이하인 경우 무료 현역군인, 제주도민은 3,000 (할인은 대상자 본인만 적용)"
CNTS_000000000019454,관광지,비양도의 비양나무자생지,비양도의 비양나무자생지,,제주특별자치도 제주시 한림읍 협재리 산 89,제주특별자치도 제주시 한림읍 협재리 산 89,33.499622,126.53119,,,,,,,,,,,,,,
CNTS_000000000019681,관광지,제주옹기굴제,제주옹기굴제,,제주특별자치도 서귀포시 대정읍 무릉리 887-5,제주특별자치도 서귀포시 대정읍 무영로254번길 3-1,33.2828,126.22336,,,,,,,,,,,,,,
CNTS_000000000020303,관광지,자구네포구,자구네포구,,제주특별자치도 제주시 한경면 고산리,제주특별자치도 제주시 한경면 고산리,33.309494,126.164894,,,,,,,,,,,,,,
CONT_000000000500041,관광지,걸매축구장,걸매축구장,,제주특별자치도 서귀포시 서홍로 4-42,,33.251163,126.55409,,,,,,,,,,,,,,
CNTS_000000000022459,관광지,산방산 수국,산방산 수국,,제주특별자치도 서귀포시 안덕면 산방로,제주특별자치도 서귀포시 안덕면 산방로,33.238625,126.31461,,,,,,,,,,,,,,
CNTS_000000000018472,관광지,김녕금속공예벽화마을,김녕금속공예벽화마을,,제주특별자치도 제주시 구좌읍 김녕리 4026,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,33.557953,126.74662,,,,,,,,,,,,,,
CNTS_000000000022524,관광지,성굽길,성굽길,,제주시 용담1동 2578,,33.499622,126.53119,,,,,,,,,,,,,,
CNTS_000000000019818,관광지,함덕야영장,함덕야영장,,제주특별자치도 제주시 조천읍 함덕리 1008,제주특별자치도 제주시 조천읍 함덕리 1008,33.544018,126.66839,,,,,,,,,,,,,,
CONT_000000000500039,관광지,건강과성박물관,건강과성박물관,,제주특별자치도 서귀포시 안덕면 감산리 1736,제주특별자치도 서귀포시 안덕면 일주서로 1611,33.2550314,126.3452068,792-5700,"13,000","11,000",관람불가,관람불가,관람불가,관람불가,"11,000","10,000",,"9,000",20,60,"연중무휴, 19세 이상 입장가능(冬,夏운영시간 홈페이지참조)"
CNTS_000000000018384,관광지,방주교회,방주교회,,제주특별자치도 서귀포시 안덕면 상천리 427,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,33.305073,126.387665,,,,,,,,,,,,,,
CNTS_000000000018385,관광지,김경숙해바라기농장,김경숙해바라기농장,,제주특별자치도 제주시 회천동 391,제주특별자치도 제주시 번영로 854-1,33.47736,126.62767,,,,,,,,,,,,,,
CNTS_000000000021514,관광지,용수항,용수항,,제주특별자치도 제주시 한경면 용수리,제주특별자치도 제주시 한경면 용수리,33.323494,126.16516,,,,,,,,,,,,,,
CNTS_000000000019480,관광지,시크릿가든촬영지,시크릿가든촬영지,,제주특별자치도 서귀포시 중문동 2563-1,제주특별자치도 서귀포시 중문관광로 198 (중문동),33.242905,126.42043,,,,,,,,,,,,,,
CNTS_000000000019920,관광지,서부두명품횟집거리,서부두명품횟집거리,,제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동,33.517296,126.52796,,,,,,,,,,,,,,
CNTS_000000000019926,관광지,올레여행자센터,올레여행자센터,,제주특별자치도 서귀포시 서귀동 316-1,제주특별자치도 서귀포시 중정로 22,33.247406,126.55873,,,,,,,,,,,,,,
CNTS_000000000020676,관광지,상효원,상효원,,제주특별자치도 서귀포시 상효동 산 25,제주특별자치도 서귀포시 산록남로 2847-37,33.307217,126.58609,733-2200,"9,000","7,000","7,000","6,000","5,000","4,000","7,000","6,000","7,000","7,000",20,60,"연중무휴, 도민30%, 연간 회원권 금액 홈페이지 참조"
CNTS_000000000022556,관광지,하모씨워킹,하모씨워킹,,제주특별자치도서귀포시대정읍최남단해안로 130,제주특별자치도서귀포시대정읍최남단해안로 130,33.207684,126.2912,,,,,,,,,,,,,,
CNTS_000000000021178,관광지,동복환해장성,동복환해장성,,제주특별자치도 제주시 구좌읍 동복리,제주특별자치도 제주시 구좌읍 동복리,33.53544,126.71806,,,,,,,,,,,,,,
CNTS_000000000021894,관광지,장전리 벚꽃축제길,장전리 벚꽃축제길,,제주특별자치도 제주시 애월읍 장전리 628-3,제주특별자치도 제주시 애월읍 광상로 403,33.44326,126.390686,,,,,,,,,,,,,,
CNTS_000000000020416,관광지,아라리오뮤지엄탑동시네마,아라리오뮤지엄탑동시네마,,제주특별자치도 제주시 삼도2동 1261-8,제주특별자치도 제주시 삼도2동 1261-8,33.51742,126.52344,720-8251,"15,000",,"9,000",,"6,000",,,,,,,60,"매주월요일휴관/제주도민50%할인 탑동시네마+동문모텔1,2 = 통합권 별도 문의"
CONT_000000000500286,관광지,산방산 랜드,산방산 랜드,,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,33.233696,126.311775,,,,,,,,,,,,,,
CONT_000000000500090,관광지,남원종합경기장,남원종합경기장,,제주특별자치도 서귀포시 남원읍 태위로 551-27,제주특별자치도 서귀포시 남원읍 태위로 551-27,33.278313,126.70406,,,,,,,,,,,,,,
CONT_000000000500565,관광지,아쿠아플라넷 제주,아쿠아플라넷 제주,,제주특별자치도 서귀포시 성산읍 고성리 127-3,제주특별자치도 서귀포시 성산읍 섭지코지로 95,33.43237,126.928215,1833-7001,,,,,,,,,,,20,120,홈페이지 참조.
CONT_000000000500312,관광지,새연교,새연교,,제주특별자치도 서귀포시 서홍동 707-4,제주특별자치도 서귀포시 서홍동 707-4,33.238186,126.55907,,,,,,,,,,,,,,
CONT_000000000500577,관광지,제주하늘을날다(패러글라이딩),제주하늘을날다(패러글라이딩),,제주특별자치도 제주시 용담일동 238-1,제주특별자치도 제주시 용담로20길 9,33.5083674,126.5152126,,,,,,,,,,,,,,
CONT_000000000500457,관광지,오설록티뮤지엄,오설록티뮤지엄,,제주특별자치도 서귀포시 안덕면 서광리 1235-1,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.3063942,126.2905203,794-5312,무료,무료,무료,무료,무료,무료,무료,무료,무료,무료,,60,연중무휴
CONT_000000000500318,관광지,서귀포 궁도장(천지정),서귀포 궁도장(천지정),,제주특별자치도 서귀포시 강정동 1475,제주특별자치도 서귀포시 중산간서로 97-40,33.2592301,126.4980473,,,,,,,,,,,,,,
CONT_000000000500361,관광지,세화해변,세화해변,,제주특별자치도 제주시 구좌읍 세화리 1-1,제주특별자치도 제주시 구좌읍 해녀박물관길 27,33.5253049,126.861276,,,,,,,,,,,,,,
CONT_000000000500646,관광지,큰사슴이오름,큰사슴이오름,,제주특별자치도 서귀포시 표선면 중산간동로,제주특별자치도 서귀포시 표선면 중산간동로,33.4005,126.72963,,,,,,,,,,,,,,
CONT_000000000500144,관광지,도리미오름,도리미오름,,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주특별자치도 제주시 구좌읍 송당리 산 255-1,33.431633,126.77203,,,,,,,,,,,,,,
CNTS_000000000020343,관광지,모슬포항,모슬포항,,제주특별자치도 서귀포시 대정읍 하모리 1089-35,제주특별자치도 서귀포시 대정읍 신영로36번길 48,33.218925,126.24864,,,,,,,,,,,,,,
CONT_000000000500375,관광지,송계순집터,송계순집터,,제주특별자치도 서귀포시 대정읍 안성리 1681-1,제주특별자치도 서귀포시 대정읍 안성리 1681-1,33.25089,126.27759,,,,,,,,,,,,,,
CNTS_000000000019768,관광지,김녕해수욕장야영장,김녕해수욕장야영장,,제주특별자치도 제주시 구좌읍 김녕리 497-4,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,33.55699,126.7602,,,,,,,,,,,,,,
CONT_000000000500620,관광지,체오름,체오름,,제주특별자치도 제주시 구좌읍 중산간동로,,33.464676,126.75125,,,,,,,,,,,,,,
CONT_000000000500268,관광지,비양봉,비양봉,,제주특별자치도 제주시 한림읍 협재리 산 100-1,제주특별자치도 제주시 한림읍 협재리 산 100-1,33.40889812,126.2261906,,,,,,,,,,,,,,
CONT_000000000500197,관광지,"무악(개오름,오름,무오름)","무악(개오름,오름,무오름)",,제주특별자치도 서귀포시 안덕면 동광리 산 12,제주특별자치도 서귀포시 안덕면 동광리 산 12,33.307552,126.36872,,,,,,,,,,,,,,
CONT_000000000500436,관광지,에버리스 골프리조트,에버리스 골프리조트,,제주특별자치도 제주시 애월읍 평화로 1693-75,제주특별자치도 제주시 애월읍 평화로 1693-75,33.37819,126.36217,,,,,,,,,,,,,,
CONT_000000000500516,관광지,"자배봉(자배오름,망오름)","자배봉(자배오름,망오름)",,제주특별자치도 서귀포시 남원읍 위미리 133-1,제주특별자치도 서귀포시 남원읍 태위로360번길 18,33.29860149,126.6771549,,,,,,,,,,,,,,
CONT_000000000500128,관광지,"당산봉(당오름,차귀오름)","당산봉(당오름,차귀오름)",,제주특별자치도 제주시 한경면 고산리 산 15,제주특별자치도 제주시 한경면 고산리 산 15,33.30769668,126.1726693,,,,,,,,,,,,,,
CONT_000000000500217,관광지,발이오름,발이오름,,제주특별자치도 제주시 애월읍 어음리 산 1,제주특별자치도 제주시 애월읍 어음리 산 1,33.39587196,126.3462877,,,,,,,,,,,,,,
CONT_000000000500406,관광지,아끈다랑쉬,아끈다랑쉬,,제주특별자치도 제주시 구좌읍 세화리 2593,제주특별자치도 제주시 구좌읍 세화리 2593,33.47431258,126.8311494,,,,,,,,,,,,,,
CONT_000000000500147,관광지,"돈두미오름(돈도름,돈대미)","돈두미오름(돈도름,돈대미)",,제주특별자치도 서귀포시 대정읍 영락리 1450,제주특별자치도 서귀포시 대정읍 영락하동로47번길 29,33.2562288,126.2115638,,,,,,,,,,,,,,
CNTS_000000000018521,관광지,신대산전망대,신대산전망대,,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리,33.954597,126.34063,,,,,,,,,,,,,,
CONT_000000000500155,관광지,동굴의 다원 다희연[리모델링중],동굴의 다원 다희연[리모델링중],,제주특별자치도 제주시 조천읍 선흘리 2019-3 캐릭파크 내,제주특별자치도 제주시 조천읍 선교로 266 캐릭파크 내,33.4793016,126.700604,,,,,,,,,,,,,,
CNTS_000000000020155,관광지,맬튼개 갯담,맬튼개 갯담,,제주특별자치도 제주시 구좌읍 하도리 3314-2,제주특별자치도 제주시 구좌읍 구좌로 142,33.520626,126.865746,,,,,,,,,,,,,,
CONT_000000000500143,관광지,도두봉,도두봉,,제주특별자치도 제주시 도두동 산 1,제주특별자치도 제주시 도두동 산 1,33.50764,126.4686,,,,,,,,,,,,,,
CNTS_000000000020572,관광지,하귀해안도로,하귀해안도로,,,,0,0,,,,,,,,,,,,,,
CONT_000000000500554,관광지,제주바다체험장,제주바다체험장,,제주특별자치도 제주시 구좌읍 동복리 608-3,제주특별자치도 제주시 구좌읍 동복리 608-3,33.554684,126.722336,,,,,,,,,,,,,,
CONT_000000000500673,관광지,하고수동해변,하고수동해변,,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,33.514126,126.958595,,,,,,,,,,,,,,
CNTS_000000000022118,관광지,중문미로파크,중문미로파크,,제주특별자치도 서귀포시 상예동 3600,제주특별자치도 서귀포시 일주서로 1225-5,33.2631,126.38159,,,,,,,,,,,,,,
CNTS_000000000020028,관광지,우도해운 / 우도 가는 배,우도해운 / 우도 가는 배,,제주특별자치도 제주시 우도면 연평리 2395-3,제주특별자치도 제주시 우도면 우도해안길 352,33.50953,126.94358,,,,,,,,,,,,,,
CONT_000000000500170,관광지,라온승마클럽,라온승마클럽,,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림7길 155,33.355453,126.2419,,,,,,,,,,,,,,
CONT_000000000500171,관광지,마라도(마라해양도립공원),마라도(마라해양도립공원),,제주특별자치도 서귀포시 대정읍 가파리 600,제주특별자치도 서귀포시 대정읍 마라로101번길 46,33.11709285,126.2674732,,,,,,,,,,,,,,
CONT_000000000500465,관광지,퍼시픽 리솜 요트투어 샹그릴라,퍼시픽 리솜 요트투어 샹그릴라,,제주특별자치도 서귀포시 색달동 2950-5,제주특별자치도 서귀포시 중문관광로 154-17,33.2439248,126.4163378,,,,,,,,,,,,,,
CONT_000000000500562,관광지,제주힐링명상센터,제주힐링명상센터,,제주특별자치도 제주시 애월읍 어음리 49,제주특별자치도 제주시 애월읍 어음13길 196,33.3954954,126.3611333,,,,,,,,,,,,,,
CNTS_000000000018340,관광지,월평포구,월평포구,,제주특별자치도 서귀포시 월평동 665-4,제주특별자치도 서귀포시 말질로 462,33.2346522,126.4647889,,,,,,,,,,,,,,
CONT_000000000500399,관광지,삼바 두 브라질,삼바 두 브라질,,제주특별자치도 서귀포시 중문관광로 199(중문관광단지內),,33.243904,126.42062,,,,,,,,,,,,,,
CONT_000000000500549,관광지,제주랜드ATV,제주랜드ATV,,제주특별자치도 서귀포시 표선면 성읍리 2429,제주특별자치도 서귀포시 표선면 번영로 2561,33.405084,126.780344,,,,,,,,,,,,,,
CNTS_000000000020611,관광지,아날로그감귤밭,아날로그감귤밭,,제주특별자치도 제주시 해안동 2463,제주특별자치도 제주시 해안마을8길 46,33.45559,126.451096,,,,,,,,,,,,,,
CONT_000000000500471,관광지,용머리해안,용머리해안,,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.2334272,126.313741,,,,,,,,,,,,,,
CONT_000000000500044,관광지,걸시오름,걸시오름,,제주특별자치도 제주시 연동 산 150,제주특별자치도 제주시 연동 산 150,33.41133,126.505455,,,,,,,,,,,,,,
CONT_000000000500274,관광지,사계해변,사계해변,,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.23128864,126.3106857,,,,,,,,,,,,,,
CNTS_200000000008916,관광지,올레캠프 본점 알파캠프,올레캠프 본점 알파캠프,,제주특별자치도 서귀포시 성산읍 고성리 1207-2,제주특별자치도 서귀포시 성산읍 고성오조로 106,33.4445754,126.9095025,,,,,,,,,,,,,,
CONT_000000000500307,관광지,상여오름,상여오름,,제주특별자치도 제주시 연동 산 60-2,제주특별자치도 제주시 연동 산 60-2,33.465427,126.49169,,,,,,,,,,,,,,
CONT_000000000500391,관광지,스프링데일CC,스프링데일CC,,제주특별자치도 서귀포시 남원읍 서성로 459번지,제주특별자치도 서귀포시 남원읍 서성로 459번지,33.32895,126.64069,,,,,,,,,,,,,,
CNTS_000000000018495,관광지,우도박물관,우도박물관,,제주특별자치도 제주시 우도면 연평리 1457,제주특별자치도 제주시 우도면 우도로 163,33.507805,126.9532,,,,,,,,,,,,,,
CNTS_000000000018496,관광지,노을승마장,노을승마장,,제주특별자치도 제주시 우도면 연평리 2358,제주특별자치도 제주시 우도면 우도해안길 406-1,33.51140616,126.9438329,,,,,,,,,,,,,,
CONT_000000000500386,관광지,수목원테마파크,수목원테마파크,,제주특별자치도 제주시 연동 1320,제주특별자치도 제주시 은수길 69 (연동),33.47053,126.48797,742-3700,"15,000",,"14,000",,"14,000",,,,,,,,연중무휴/다양한 체험 및 단체요금 관광지로 문의
CNTS_000000000018458,관광지,바람모루,바람모루,,제주특별자치도 서귀포시 서호동,제주특별자치도 서귀포시 서호동,33.252605,126.51699,,,,,,,,,,,,,,
CONT_000000000500342,관광지,설오름(서리오름),설오름(서리오름),,제주특별자치도 서귀포시 신효동,제주특별자치도 서귀포시 신효동,33.256275,126.60493,,,,,,,,,,,,,,
CONT_000000000500352,관광지,성진이오름(개오름),성진이오름(개오름),,제주특별자치도 제주시 봉개동 산 78-2,제주특별자치도 제주시 봉개동 산 78-2,33.420666,126.611336,,,,,,,,,,,,,,
CONT_000000000500688,관광지,한라생태숲,한라생태숲,,제주특별자치도 제주시 용강동 산 14-1,제주특별자치도 제주시 516로 2596,33.430924,126.595761,710-8688,무료,,,,,,,,,,,,
CNTS_000000000020931,관광지,대정해변(하모해변),대정해변(하모해변),,제주특별자치도 서귀포시 대정읍 하모리,제주특별자치도 서귀포시 대정읍 하모리,33.226463,126.25283,,,,,,,,,,,,,,
CONT_000000000500153,관광지,돔베낭골,돔베낭골,,제주특별자치도 서귀포시 호근동,제주특별자치도 서귀포시 호근동,33.238617,126.53255,,,,,,,,,,,,,,
CONT_000000000500140,관광지,더데오름(가가악),더데오름(가가악),,제주특별자치도 서귀포시 상예동 4489-1 일대,제주특별자치도 서귀포시 상예동 4489-1 일대,33.277172,126.37349,,,,,,,,,,,,,,
CNTS_000000000018503,관광지,톨칸이,톨칸이,,제주특별자치도 제주시 우도면 연평리 1732-1,제주특별자치도 제주시 우도면 연평리 1732-1,33.492393,126.9579,,,,,,,,,,,,,,
CONT_000000000500292,관광지,산천단,산천단,,제주특별자치도 제주시 아라1동 392-3,제주특별자치도 제주시 아라1동 392-3,33.44791,126.552986,,,,,,,,,,,,,,
CNTS_000000000021097,관광지,형제해안로전망대,형제해안로전망대,,제주특별자치도 서귀포시 안덕면 사계리 2147-13,제주특별자치도 서귀포시 안덕면 형제해안로 26,33.227848,126.30391,,,,,,,,,,,,,,
CONT_000000000500698,관광지,형제섬,형제섬,,제주특별자치도 서귀포시 안덕면 사계리 산 44,제주특별자치도 서귀포시 안덕면 사계리 산 44,33.209785,126.31431,,,,,,,,,,,,,,
CONT_000000000500146,관광지,돈내코,돈내코,,제주특별자치도 서귀포시 516로 (상효동),제주특별자치도 서귀포시 516로 (상효동),33.301105,126.577385,,,,,,,,,,,,,,
CONT_000000000500359,관광지,세미오름(삼의양오름),세미오름(삼의양오름),,제주특별자치도 제주시 아라동 산 24-2,제주특별자치도 제주시 아라동 산 24-2,33.43975,126.56141,,,,,,,,,,,,,,
CONT_000000000500125,관광지,단산과 방사탑,단산과 방사탑,,제주특별자치도 제주시 조천읍 신흥리 59-8,제주특별자치도 제주시 조천읍 신흥로1길 25,33.548756,126.65135,,,,,,,,,,,,,,
CNTS_000000000018505,관광지,마라도성당,마라도성당,,제주특별자치도 서귀포시 대정읍 가파리 662,제주특별자치도 서귀포시 대정읍 마라로 153,33.11572697,126.2691737,,,,,,,,,,,,,,
CONT_000000000500454,관광지,오백나한,오백나한,,제주특별자치도 서귀포시 영실로 245 (하원동),제주특별자치도 서귀포시 영실로 245 (하원동),33.340366,126.480225,,,,,,,,,,,,,,
CONT_000000000500279,관광지,사려니오름,사려니오름,,제주특별자치도 서귀포시 남원읍 한남리 산 2-1,제주특별자치도 서귀포시 남원읍 516로 1648-87,33.3350666,126.6432356,,,,,,,,,,,,,,
CNTS_000000000018894,관광지,고산일과해안도로,고산일과해안도로,,제주특별자치도 서귀포시 대정읍 영락리 2169,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,33.279945,126.16963,,,,,,,,,,,,,,
CONT_000000000500212,관광지,민오름(봉개동),민오름(봉개동),,제주특별자치도 제주시 칠오름길 (봉개동),제주특별자치도 제주시 칠오름길 (봉개동),33.47778962,126.6184466,,,,,,,,,,,,,,
CNTS_000000000021487,관광지,추사 유배길 - 1코스 집념의 길,추사 유배길 - 1코스 집념의 길,,제주특별자치도 서귀포시 대정읍 안성리 1661-1,제주특별자치도 서귀포시 대정읍 추사로 44,33.25022,126.27838,,,,,,,,,,,,,,
CNTS_000000000000981,관광지,저지 예술인 마을,저지 예술인 마을,,제주특별자치도 제주시 한경면 저지리 1863-1,제주특별자치도 제주시 한경면 저지14길 28-2,33.33264,126.25599,,,,,,,,,,,,,,
CNTS_200000000009474,관광지,한국병원,한국병원,,제주특별자치도 제주시 삼도일동 518,제주특별자치도 제주시 서광로 193,33.5003822,126.5167845,,,,,,,,,,,,,,
CONT_000000000500503,관광지,이랜드뮤지엄,이랜드뮤지엄,,제주특별자치도 제주시 한림해안로 530,제주특별자치도 제주시 한림해안로 530,33.436172,126.27444,,,,,,,,,,,,,,
CNTS_000000000000974,관광지,납읍난대림 금산공원,납읍난대림 금산공원,,제주특별자치도 제주시 애월읍 납읍리 14 57,제주특별자치도 제주시 애월읍 납읍리 14 57,33.432728,126.33036,,,,,,,,,,,,,,
CONT_000000000500132,관광지,대록산(큰사슴이),대록산(큰사슴이),,제주특별자치도 서귀포시 표선면 가시리 산 68-3,제주특별자치도 서귀포시 표선면 녹산로 464-78,33.33027645,126.7828951,,,,,,,,,,,,,,
CONT_000000000500154,관광지,동계 정온 유허비,동계 정온 유허비,,제주특별자치도 서귀포시 대정읍 안성리,제주특별자치도 서귀포시 대정읍 안성리,33.250454,126.27403,,,,,,,,,,,,,,
CONT_000000000500302,관광지,삼의봉,삼의봉,,제주특별자치도 제주시 아라1동 산 24-2,제주특별자치도 제주시 아라1동 산 24-2,33.48147,126.541145,,,,,,,,,,,,,,
CONT_000000000500451,관광지,영천악(영천오름),영천악(영천오름),,제주특별자치도 서귀포시 상효동 산 122-8,제주특별자치도 서귀포시 516로 652,33.28478411,126.6047794,,,,,,,,,,,,,,
CONT_000000000500703,관광지,황금굴(한림공원),황금굴(한림공원),,제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,33.3879944,126.2397837,,,,,,,,,,,,,,
CNTS_000000000022255,관광지,익스트림제주카약올레,익스트림제주카약올레,,제주시 애월읍 애월리 2490-1,제주시 애월읍 애월로1길 22,0,0,,,,,,,,,,,,,,
CONT_000000000500530,관광지,정물오름,정물오름,,제주특별자치도 제주시 한림읍 금악리 산 52-5,제주특별자치도 제주시 한림읍 산록남로 214-12,33.33764,126.33035,,,,,,,,,,,,,,
CONT_000000000500129,관광지,당오름,당오름,,제주특별자치도 제주시 구좌읍 송당리 산 199-1,제주특별자치도 제주시 구좌읍 송당리 산 199-1,33.467194,126.77773,,,,,,,,,,,,,,
CONT_000000000500134,관광지,"대수산봉(큰물뫼,물미오름)","대수산봉(큰물뫼,물미오름)",,제주특별자치도 서귀포시 성산읍 고성리 2040-1,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,33.43850618,126.9018963,,,,,,,,,,,,,,
CONT_000000000500362,관광지,세화해안도로,세화해안도로,,제주특별자치도 제주시 구좌읍 구좌로,제주특별자치도 제주시 구좌읍 구좌로,33.527126,126.88261,,,,,,,,,,,,,,
CONT_000000000500472,관광지,용연,용연,,제주특별자치도 제주시 동한두기길 35 (용담일동),제주특별자치도 제주시 동한두기길 35 (용담일동),33.51526,126.5145,,,,,,,,,,,,,,
CONT_000000000500489,관광지,원수악,원수악,,제주특별자치도 서귀포시 안덕면 동광리 산 41,제주특별자치도 서귀포시 안덕면 동광리 산 41,33.32239288,126.3451651,,,,,,,,,,,,,,
CNTS_000000000021627,관광지,천주교길 정난주길(고통의길),천주교길 정난주길(고통의길),,제주특별자치도 서귀포시 대정읍 동일리 12,제주특별자치도 서귀포시 대정읍 추사로247번길 102,33.253555,126.26086,,,,,,,,,,,,,,
CONT_000000000500152,관광지,돔배오름,돔배오름,,제주특별자치도 제주시 조천읍 교래리 산 64,제주특별자치도 제주시 조천읍 교래리 산 64,33.42868722,126.6685592,,,,,,,,,,,,,,
CONT_000000000500076,관광지,그리스신화박물관 / 트릭아이미술관,그리스신화박물관 / 트릭아이미술관,,제주특별자치도 제주시 한림읍 금악리 산 30-12,제주특별자치도 제주시 한림읍 광산로 942,33.3659432,126.35644,773-5800,"9,000","8,000","8,000","6,000","8,000","6,000","7,000","6,000","7,000","7,000",30,50,휴관일 : 마지막 주 월요일  그리스신화+트릭아이 패키지요금 홈페이지참조
CONT_000000000500247,관광지,"보롬이(하논, 화구구)","보롬이(하논, 화구구)",,제주특별자치도 서귀포시 하논로 (서홍동),제주특별자치도 서귀포시 하논로 (서홍동),33.250164,126.54474,,,,,,,,,,,,,,
CONT_000000000500701,관광지,화순금모래해수욕장,화순금모래해수욕장,,제주특별자치도 서귀포시 안덕면 화순리 776-7,제주특별자치도 서귀포시 안덕면 화순해안로 91,33.23957949,126.3338399,,,,,,,,,,,,,,
CONT_000000000500383,관광지,쇠머리오름(우도봉),쇠머리오름(우도봉),,제주특별자치도 제주시 우도면 연평리 산 23,제주특별자치도 제주시 우도면 연평리 산 23,33.49136887,126.9633808,,,,,,,,,,,,,,
CNTS_000000000018413,관광지,광치기해변,광치기해변,,제주특별자치도 서귀포시 성산읍 고성리 224-18,제주특별자치도 서귀포시 성산읍 섭지코지로 63,33.45245276,126.9245814,,,,,,,,,,,,,,
CNTS_000000000022470,관광지,허브동산 미디어 파사드 (media facade),허브동산 미디어 파사드 (media facade),,제주특별자치도 서귀포시 표선면 돈오름로 170,제주특별자치도 서귀포시 표선면 돈오름로 170,33.32985,126.81486,,,,,,,,,,,,,,
